Date,Time,Type of Transaction,Description,Asset Sent(SYMBOL),Asset Received(SYMBOL),Fee Paid In(SYMBOL),Quantity of Fee Paid,Quantity of Tds Paid
2022-11-11,16:00:19,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,15:57:29,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,15:59:50,Buy with INR,limit,trx,INR,,,0.0 
2022-11-11,16:14:39,Buy with INR,limit,trx,INR,trx,10.746,0.0 
2022-11-14,02:25:55,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,02:31:18,Buy with INR,limit,trx,INR,trx,5.26,0.0 
2022-11-11,16:17:31,Buy with INR,limit,trx,INR,trx,20.32,0.0 
2022-11-14,02:32:03,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,02:33:12,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,02:39:07,Buy with INR,limit,trx,INR,trx,8.504,0.0 
2022-11-14,02:32:29,Buy with INR,limit,trx,INR,trx,3.672,0.0 
2022-11-14,02:34:29,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,02:41:25,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,02:43:37,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:02:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:02:26,Buy with INR,limit,trx,INR,trx,0.142,0.0 
2022-11-14,03:03:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:11:51,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:31:01,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:16:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:02:49,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:34:38,Buy with INR,limit,trx,INR,trx,10.922,0.0 
2022-11-14,03:15:28,Buy with INR,limit,trx,INR,trx,15.188,0.0 
2022-11-14,03:47:32,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:47:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:37:27,Buy with INR,limit,trx,INR,trx,10.52,0.0 
2022-11-14,04:29:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,03:51:06,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,04:32:39,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,04:39:45,Buy with INR,limit,trx,INR,trx,0.434,0.0 
2022-11-14,04:46:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,04:50:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,04:32:22,Buy with INR,limit,trx,INR,trx,6.65,0.0 
2022-11-14,04:50:30,Buy with INR,limit,trx,INR,trx,20.59,0.0 
2022-11-14,05:36:00,Buy with INR,limit,trx,INR,trx,15.37,0.0 
2022-11-14,05:46:47,Buy with INR,limit,trx,INR,trx,2.678,0.0 
2022-11-14,05:37:28,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,08:42:11,Buy with INR,limit,trx,INR,trx,12.93,0.0 
2022-11-14,08:53:55,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,08:56:41,Buy with INR,limit,trx,INR,trx,1.714,0.0 
2022-11-14,09:01:34,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,05:47:12,Buy with INR,limit,trx,INR,,,0.0 
2022-11-07,12:23:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,09:03:41,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,09:10:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,09:05:22,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,09:13:03,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,09:13:29,Buy with INR,limit,trx,INR,trx,4.042,0.0 
2022-11-14,09:06:09,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,09:17:07,Buy with INR,limit,trx,INR,trx,17.908,0.0 
2022-11-14,09:07:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,10:36:06,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,10:43:54,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,10:31:06,Buy with INR,limit,trx,INR,trx,8.324,0.0 
2022-11-14,10:40:26,Buy with INR,limit,trx,INR,trx,9.124,0.0 
2022-11-14,10:55:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,10:52:48,Buy with INR,limit,trx,INR,trx,21.87,0.0 
2022-11-14,11:54:35,Buy with INR,limit,trx,INR,trx,13.486,0.0 
2022-11-14,11:58:52,Buy with INR,limit,trx,INR,trx,15.322,0.0 
2022-11-14,11:04:03,Buy with INR,limit,trx,INR,trx,17.758,0.0 
2022-11-14,10:55:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,07:07:01,Buy with INR,limit,trx,INR,trx,42.792,0.0 
2022-11-14,12:29:29,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,12:05:10,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,12:28:42,Buy with INR,limit,trx,INR,trx,11.12,0.0 
2022-11-14,12:30:15,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,12:09:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,12:32:25,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,14:38:53,Buy with INR,limit,trx,INR,trx,2.302,0.0 
2022-11-14,12:32:47,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,14:39:26,Buy with INR,limit,trx,INR,trx,27.572,0.0 
2022-11-14,12:36:00,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,00:57:45,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,00:58:33,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,00:58:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,01:00:04,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,01:00:27,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,01:05:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,15:19:34,Buy with INR,limit,trx,INR,trx,5.808,0.0 
2022-11-15,01:16:20,Buy with INR,limit,trx,INR,,,0.0 
2022-11-14,15:33:15,Buy with INR,limit,trx,INR,trx,1.652,0.0 
2022-11-15,00:56:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,01:13:18,Buy with INR,limit,trx,INR,trx,7.378,0.0 
2022-11-15,01:20:01,Buy with INR,limit,trx,INR,trx,12.21,0.0 
2022-11-15,02:03:38,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,02:04:13,Buy with INR,limit,trx,INR,,,0.0 
2022-11-16,01:24:29,Buy with INR,limit,trx,INR,,,0.0 
2022-11-16,02:05:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-15,02:03:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-16,02:09:30,Buy with INR,limit,trx,INR,,,0.0 
2022-11-16,02:10:10,Buy with INR,limit,trx,INR,trx,5.476,0.0 
2022-11-16,02:09:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-16,02:13:26,Sell with INR,limit,trx,INR,,,0.0 
2022-11-16,02:06:53,Buy with INR,limit,trx,INR,,,0.0 
2022-11-16,02:16:45,Sell with INR,limit,trx,INR,inr,14.87293632,75.11584 inr
2022-11-16,02:28:40,Sell with INR,limit,trx,INR,inr,9.076914,45.843 inr
2022-11-20,08:20:31,Buy with INR,limit,usdt,INR,,,0.0 
2022-11-16,02:23:36,Sell with INR,limit,trx,INR,,,0.0 
2022-11-16,02:24:23,Sell with INR,limit,trx,INR,,,0.0 
2022-11-21,12:39:37,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:08:40,Buy with INR,limit,trx,INR,trx,2.866,0.0 
2022-11-21,12:40:34,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:47:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:47:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:49:49,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:49:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:50:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:50:15,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:51:58,Buy with INR,limit,trx,INR,trx,2.262,0.0 
2022-11-21,14:19:16,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,12:53:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,15:06:45,Buy with INR,limit,trx,INR,,,0.0 
2022-11-06,08:53:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,14:19:02,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,15:07:17,Buy with INR,limit,trx,INR,trx,12.044,0.0 
2022-11-21,15:22:15,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,15:14:45,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,15:32:42,Buy with INR,limit,trx,INR,trx,5.14,0.0 
2022-11-21,15:29:25,Buy with INR,limit,trx,INR,trx,4.934,0.0 
2022-11-21,15:36:30,Buy with INR,limit,trx,INR,trx,1.142,0.0 
2022-11-21,15:37:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,00:22:30,Buy with INR,limit,trx,INR,,,0.0 
2022-11-21,15:40:33,Buy with INR,limit,trx,INR,trx,9.12,0.0 
2022-11-21,15:33:16,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,01:39:59,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,01:49:38,Buy with INR,limit,trx,INR,trx,13.006,0.0 
2022-11-22,01:49:22,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,01:55:24,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,02:00:29,Buy with INR,limit,trx,INR,trx,6.556,0.0 
2022-11-22,02:01:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,02:03:18,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,02:01:42,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,02:47:34,Buy with INR,limit,trx,INR,trx,0.22,0.0 
2022-11-22,02:09:11,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,03:28:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,02:50:56,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,03:28:31,Buy with INR,limit,trx,INR,,,0.0 
2022-11-22,06:48:47,Buy with INR,limit,trx,INR,trx,23.6,0.0 
2022-11-22,03:36:15,Buy with INR,limit,trx,INR,trx,12.642,0.0 
2022-11-22,02:35:46,Buy with INR,limit,trx,INR,trx,9.774,0.0 
2022-11-22,05:30:07,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,00:43:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,00:43:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,00:45:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,01:00:12,Buy with INR,limit,trx,INR,trx,2.576,0.0 
2022-11-23,01:02:07,Buy with INR,limit,trx,INR,trx,2.578,0.0 
2022-11-23,01:03:26,Buy with INR,limit,trx,INR,trx,15.918,0.0 
2022-11-23,01:12:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,01:23:16,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,02:08:45,Buy with INR,limit,trx,INR,trx,12.686,0.0 
2022-11-23,02:12:55,Buy with INR,limit,trx,INR,trx,5.526,0.0 
2022-11-23,02:13:10,Buy with INR,limit,trx,INR,trx,2.954,0.0 
2022-11-23,02:42:28,Buy with INR,limit,trx,INR,trx,5.306,0.0 
2022-11-23,02:13:37,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,05:38:39,Buy with INR,limit,trx,INR,trx,5.5,0.0 
2022-11-23,05:42:44,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,05:42:21,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,06:17:37,Buy with INR,limit,trx,INR,trx,34.302,0.0 
2022-11-23,06:27:19,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,05:58:26,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,08:22:14,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,08:23:15,Buy with INR,limit,trx,INR,trx,17.386,0.0 
2022-11-23,06:15:54,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,08:18:42,Buy with INR,limit,trx,INR,trx,17.166,0.0 
2022-11-23,08:16:39,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,08:51:28,Buy with INR,limit,trx,INR,trx,8.996,0.0 
2022-11-23,09:18:57,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,09:30:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,08:52:44,Buy with INR,limit,trx,INR,trx,17.848,0.0 
2022-11-23,09:31:13,Buy with INR,limit,trx,INR,trx,10.344,0.0 
2022-11-23,09:34:51,Buy with INR,limit,trx,INR,trx,16.93,0.0 
2022-11-23,10:40:57,Buy with INR,limit,trx,INR,trx,15.548,0.0 
2022-11-23,09:32:24,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,10:48:33,Buy with INR,limit,trx,INR,trx,15.156,0.0 
2022-11-23,11:12:45,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,10:46:30,Buy with INR,limit,trx,INR,trx,1.712,0.0 
2022-11-23,11:19:45,Buy with INR,limit,trx,INR,trx,5.674,0.0 
2022-11-23,11:14:16,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,11:14:48,Buy with INR,limit,trx,INR,trx,11.902,0.0 
2022-11-23,11:20:27,Buy with INR,limit,trx,INR,trx,42.594,0.0 
2022-11-23,14:10:58,Buy with INR,limit,trx,INR,trx,20.588,0.0 
2022-11-23,11:20:02,Buy with INR,limit,trx,INR,trx,3.492,0.0 
2022-11-23,15:23:39,Buy with INR,limit,trx,INR,trx,13.004,0.0 
2022-11-23,15:22:58,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,15:30:27,Buy with INR,limit,trx,INR,trx,11.216,0.0 
2022-11-23,15:29:09,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,15:44:16,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,15:30:10,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,15:49:21,Buy with INR,limit,trx,INR,trx,21.766,0.0 
2022-11-23,15:56:46,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,16:14:09,Buy with INR,limit,trx,INR,trx,6.466,0.0 
2022-11-24,02:36:59,Buy with INR,limit,trx,INR,trx,15.164,0.0 
2022-11-24,02:38:35,Buy with INR,limit,trx,INR,,,0.0 
2022-11-24,02:39:24,Buy with INR,limit,trx,INR,,,0.0 
2022-11-24,02:38:56,Buy with INR,limit,trx,INR,,,0.0 
2022-11-23,16:12:00,Buy with INR,limit,trx,INR,trx,9.87,0.0 
2022-11-24,02:44:05,Buy with INR,limit,trx,INR,trx,7.066,0.0 
2022-11-24,02:41:39,Buy with INR,limit,trx,INR,,,0.0 
2022-11-24,03:54:20,Buy with INR,limit,trx,INR,,,0.0 
2022-11-24,04:09:16,Buy with INR,limit,btc,INR,btc,0.00000196,0.0 
2022-11-24,04:34:21,Buy with INR,limit,btc,INR,btc,0.00001714,0.0 
2022-11-24,04:11:11,Buy with INR,limit,btc,INR,btc,0.00003016,0.0 
2022-11-24,04:37:55,Buy with INR,limit,btc,INR,btc,0.00002608,0.0 
2022-11-24,04:25:07,Buy with INR,limit,btc,INR,btc,0.0000264,0.0 
2022-11-24,04:44:14,Buy with INR,limit,btc,INR,btc,0.00010256,0.0 
2022-11-24,05:29:40,Buy with INR,limit,trx,INR,,,0.0 
2022-11-24,05:23:13,Buy with INR,limit,btc,INR,btc,0.00001502,0.0 
2022-11-24,05:35:16,Buy with INR,limit,trx,INR,trx,39.87,0.0 
2022-11-24,05:32:52,Buy with INR,limit,trx,INR,,,0.0 
2022-11-24,05:31:43,Buy with INR,limit,trx,INR,trx,11.942,0.0 
2022-11-23,05:53:34,Buy with INR,limit,trx,INR,,,0.0 
